,Job Title,Rating,Size,Type of ownership,Industry,Revenue,Competitors,Salary_min,Salary_max
808,Data Services Business Analyst 2,3.6,10000 , Public,Consulting,10 B ,"Aon, Accenture, Marsh & McLennan Companies",42,76 
809,Data Analyst,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,42,76 
810,Call Center Data Analyst,3.3, 1000 , Private,Social Assistance, 50 M ,-1,42,76 
811,Data Analyst - 20,4.8, 50 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,42,76 
812,Data Governance Analyst,5.0, 50 , Private,-1,Unknown / Non-Applicable,-1,42,76 
813,Data Analyst,3.3, 5000 , Private,Food & Beverage Manufacturing, 500 M ,-1,42,76 
814,Senior Global Data Analyst / Power BI Dashboard Developer,2.8, 10000 , Public,Biotech & Pharmaceuticals, 5 B ,-1,42,76 
815,Data Analyst,3.6, 5000 , Private,Staffing & Outsourcing, 100 M ,-1,42,76 
816,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",-1.0,-1,Other,-1,-1,-1,42,76 
817,Logistics Data Analyst,2.5,10000 , Public,Food & Beverage Manufacturing, 10 B ,-1,42,76 
818,Data Production Analyst,4.2, 200 , Private,Staffing & Outsourcing, 25 M ,-1,42,76 
819,Senior Data Analyst,3.5,10000 ,Other,K-12 Education,Unknown / Non-Applicable,-1,42,76 
820,SAS Data Analyst,1.0, 50 , Private,IT Services,Less than 1 M ,-1,42,76 
821,Data Analyst,3.2, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,42,76 
822,"Manufacturing Data Analyst - Woodridge, IL",4.8, 50 , Private,Enterprise Software & Network Solutions,Less than 1 M ,-1,42,76 
823,Senior Data Analyst,2.9, 500 ,Other,Health Care Services & Hospitals, 100 M ,-1,42,76 
824,Logistics Data Analyst,3.4, 1000 , Public,Catering & Food Service Contractors, 100 M ,-1,42,76 
825,Visiting Undergraduate Affairs Data Analyst - Office of the Vice Provost for Undergraduate Affairs & Academic Programs,4.1,Unknown,Other,Colleges & Universities,Unknown / Non-Applicable,-1,42,76 
826,Contract Analyst - Enterprise Market Data,3.7,10000 , Public,Banks & Credit Unions, 5 B ,-1,42,76 
827,Marketing Data Analyst - CPG,5.0, 50 , Private,Advertising & Marketing,Less than 1 M ,-1,42,76 
828,Senior Data Analyst,4.1, 500 ,Other,K-12 Education, 50 M ,-1,42,76 
829,IT Risk and Compliance Data Reporting Analyst,-1.0, 50 , Private,-1,Unknown / Non-Applicable,-1,42,76 
830,Data Analyst / Business Lead Generation Specialist [Part-Time],2.5, 500 , Public,Banks & Credit Unions, 100 M ,-1,42,76 
831,JPSC-5704 - Data Analyst,4.5, 1000 , Private,IT Services, 100 M ,-1,42,76 
832,Workforce Data Analyst,3.5,10000 ,Other,K-12 Education,Unknown / Non-Applicable,-1,42,76 
833,Data Analyst Junior,5.0, 200 , Private,IT Services, 100 M ,-1,42,76 
834,Senior Data Analyst,-1.0,-1,Other,-1,-1,-1,42,76 
835,Senior Trading Systems Data Analyst (Chicago or NY),2.1, 50 , Private,Investment Banking & Asset Management,Less than 1 M ,-1,42,76 
836,Data Analyst-IT III,-1.0,-1,Other,-1,-1,-1,42,76 
837,"Sr Analyst, Distrib Data Eng",3.3, 5000 , Private,Investment Banking & Asset Management, 2 B ,-1,42,76 
838,Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,4.5, 200 , Private,Consulting, 100 M ,"Kearney, AlixPartners, Hitachi Consulting",97,129 
839,SAS Data Analyst/Reports Writer,-1.0, 50 , Private,IT Services,Unknown / Non-Applicable,-1,97,129 
840,Data Scientist - Sr. Analyst,2.0, 50 , Private,Computer Hardware & Software, 5 M ,-1,97,129 
841,Clinical Practice Data Analyst Specialist (Clinical Research Data Manager) - Mile Square Main,-1.0,-1,Other,-1,-1,-1,97,129 
842,QA Analyst - DATA Base Exp,3.9, 500 , Private,IT Services, 50 M ,-1,97,129 
843,Philanthropy Operations Associate - Data Analyst,3.3,10000 ,Other,Health Care Services & Hospitals, 25 M ,"HCA Healthcare, Vanguard Health Systems",97,129 
844,Financial Systems Lead Data and Reporting Analyst,3.7,10000 , Public,Computer Hardware & Software, 10 B ,"Cisco Systems, Huawei Technologies, IBM",97,129 
845,Data Entry and compliance Analyst,3.4,10000 , Private,Health Care Products Manufacturing,10 B ,-1,97,129 
846,Lead Data Analyst,3.8,10000 , Public,Enterprise Software & Network Solutions,10 B ,"Accenture, CGI, Sopra Steria",97,129 
847,Senior Data Analyst Informatics,3.2, 1000 , Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,97,129 
848,"ERP Data Migration Analyst in Glenview, IL at Signode",3.2, 10000 ,Other,Industrial Manufacturing, 5 B ,-1,97,129 
849,Data Security Analytics Analyst,3.3, 50 , Private,Consulting,Less than 1 M ,-1,97,129 
850,Clinical Practice Data Analyst Specialist (Clinical Research Data Manager) Mile Square Main (Job ID,1.7, 10000 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,97,129 
851,Data Analyst IV,3.5,10000 , Public,Staffing & Outsourcing, 5 B ,"Adecco, Manpower",97,129 
852,"Sr. Data Analyst - Analytics, Marketing, CPG",5.0, 200 , Private,Staffing & Outsourcing, 50 M ,-1,97,129 
853,SAP Data Management Analyst,4.3, 200 , Private,Staffing & Outsourcing, 100 M ,-1,97,129 
854,Senior Marketing Data Analyst (Real Estate),4.6, 50 , Private,Staffing & Outsourcing, 5 M ,-1,97,129 
855,Logistics Data Analyst II,-1.0, 50 , Private,Transportation Management,Unknown / Non-Applicable,-1,97,129 
856,"Senior Analyst, Data Analytics",3.0,10000 , Public,Drug & Health Stores,10 B ,"CVS Health, Target, Walmart",97,129 
857,Senior Data Analyst - Informatics,3.3, 200 , Private,Financial Transaction Processing, 2 B ,-1,97,129 
858,Data Quality Analyst-Product Content Specialist,3.0, 500 , Private,Wholesale, 5 M ,-1,97,129 
859,Technical Web Data Collection Analyst,-1.0,-1,Other,-1,-1,-1,97,129 
860,Sr. Sales Operations & Data Analyst,5.0, 200 , Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,97,129 
861,Sales Data Analyst,4.0, 50 , Private,-1,Unknown / Non-Applicable,-1,97,129 
862,Lead Data Analyst,2.2, 5000 , Public,-1,Unknown / Non-Applicable,-1,97,129 
863,Senior Healthcare Data Analyst,-1.0,Unknown, Public,-1,Unknown / Non-Applicable,-1,97,129 
864,Senior data analyst,2.7, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,97,129 
865,Data Analyst (MPI),3.2, 500 , Private,Membership Organizations, 100 M ,-1,97,129 
866,"Senior Data Analyst, Sales",3.5, 5000 , Private,Logistics & Supply Chain, 1 B ,-1,97,129 
867,Sr. BI Data Analyst / QlikSense,-1.0,-1,Other,-1,-1,-1,97,129 
868,Data Governance and Analytics Analyst,2.7, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,68,87 
869,R & Python / Sr. Information Data Analyst,-1.0,-1,Other,-1,-1,-1,68,87 
870,Clinical Practice Data Analyst Specialist (Clinical Research Data Manager) - Mile Square Main,3.3, 5000 ,Other,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,68,87 
871,Lead Data Analyst,3.3,10000 , Public,Insurance Carriers,10 B ,-1,68,87 
872,Clinical Practice Data Analyst Specialist,4.1,Unknown,Other,Colleges & Universities,Unknown / Non-Applicable,-1,68,87 
873,Sr. Business Analyst Data Privacy,2.8, 50 , Private,Advertising & Marketing,Unknown / Non-Applicable,-1,68,87 
874,SAS Analyst / Data Analytics /Sr. information Data Analyst,-1.0,-1,Other,-1,-1,-1,68,87 
875,IT Risk and Compliance Data Reporting Analyst,-1.0, 50 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,-1,68,87 
876,Analyst IV Systems - Data Engineering,3.9, 5000 , Public,Food & Beverage Stores,Unknown / Non-Applicable,-1,68,87 
877,Data Analyst Alteryx Experience MUST,3.7, 5000 , Private,IT Services, 50 M ,-1,68,87 
878,Sr. Business Analyst Data Privacy,3.8, 50 , Private,Accounting, 10 M ,-1,68,87 
879,SAS Data Analyst,4.0, 50 , Private,Accounting,Less than 1 M ,-1,68,87 
880,Business Systems Analyst III - Data Engineering(Lead Product Owner),3.0,10000 , Public,Drug & Health Stores,10 B ,"CVS Health, Target, Walmart",68,87 
881,Sr. Data Governance Business Analyst,-1.0,-1,Other,-1,-1,-1,68,87 
882,Data Scientist Sr. - Conversation Designer & NLP Analyst,3.4,10000 , Public,Banks & Credit Unions,10 B ,"J.P. Morgan, Bank of America",68,87 
883,Data analyst with Bigdata,4.0, 50 , Private,Accounting,Less than 1 M ,-1,68,87 
884,Data Analyst,4.1, 500 , Private,Wholesale, 2 B ,"Converge, Future Electronics, Advanced MP Technology",29,38 
885,Data Analyst I,2.8, 500 , Private,Investment Banking & Asset Management, 25 M ,-1,29,38 
886,Data Analyst,3.0, 50 ,Other,Legal, 5 M ,-1,29,38 
887,Data Analyst,3.5, 500 , Private,Casual Restaurants, 5 M ,-1,29,38 
888,Data Quality Analyst,3.6, 5000 , Public,Telecommunications Services, 5 B ,"American Tower, SBA Communications, TowerCo LLC",29,38 
889,Financial Data Analyst,2.7, 200 , Private,Consumer Products Manufacturing,Unknown / Non-Applicable,-1,29,38 
890,Cost Data Analyst,3.9, 200 , Private,Staffing & Outsourcing, 500 M ,"Robert Half, Insight Global",29,38 
891,Data Analyst,3.9, 500 , Private,Computer Hardware & Software,Unknown / Non-Applicable,-1,29,38 
892,"Data Analyst, Reporting",3.4, 10000 ,Other,Health Care Services & Hospitals, 500 M ,-1,29,38 
893,Product and Data Analyst,-1.0,Unknown, Private,Real Estate,Unknown / Non-Applicable,-1,29,38 
894,Data Analyst - 20,4.8, 50 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,29,38 
895,Data Analyst,3.1, 1000 , Private,Accounting, 100 M ,"Carr Riggs & Ingram, Cherry Bekaert, LBMC",29,38 
896,"Analyst, Data Mgmt / Quant Analysis",3.2,10000 , Public,Investment Banking & Asset Management,10 B ,"State Street, Northern Trust, BlackRock",29,38 
897,Data Analyst,4.0, 200 , Private,Wholesale, 500 M ,"Transnational Foods, One Source Distributors",29,38 
898,Data Analyst,-1.0,-1,Other,-1,-1,-1,29,38 
899,Data Analyst & Healthcare Analytics,3.6, 5000 ,Other,Health Care Services & Hospitals, 500 M ,-1,29,38 
900,Data Analyst,4.3, 50 , Private,IT Services, 5 M ,-1,29,38 
901,Business Analyst Data Governance,4.1, 500 , Private,Consulting,Less than 1 M ,-1,29,38 
902,Data Analyst,-1.0,-1,Other,-1,-1,-1,29,38 
903,Data Analyst,2.5, 200 ,Other,Municipal Governments, 500 M ,-1,29,38 
904,XYZ Data Analyst,3.7, 500 , Private,Oil & Gas Services, 500 M ,GE,29,38 
905,Data & Reporting Analyst,-1.0,Unknown, Public,-1,Unknown / Non-Applicable,-1,29,38 
906,Performance Data Analyst,3.7, 5000 ,Other,Staffing & Outsourcing,Unknown / Non-Applicable,-1,29,38 
907,Data Analyst II,4.9, 1000 , Private,-1,Unknown / Non-Applicable,-1,29,38 
908,Data Analyst II,3.6,10000 , Public,Financial Transaction Processing,10 B ,"Fiserv, First Data, Jack Henry & Associates",29,38 
909,Business Analyst (Data Integration/Salesforce),3.9, 200 , Private,Staffing & Outsourcing, 500 M ,"Robert Half, Insight Global",29,38 
910,Compensation & HR Data Analyst,3.9, 500 , Private,Enterprise Software & Network Solutions, 500 M ,-1,29,38 
911,Data Quality Analyst,4.0, 50 , Private,Accounting,Less than 1 M ,-1,29,38 
912,Data Expert Analyst/Modeler,4.8, 500 , Private,IT Services, 5 M ,-1,29,38 
913,Data Quality Analyst,4.2, 200 , Private,IT Services,Less than 1 M ,-1,47,76 
914,Data Analyst,5.0, 200 , Private,IT Services, 100 M ,-1,47,76 
915,Data Warehouse Analyst - PL/SQL - 10,4.7, 50 , Private,IT Services,Unknown / Non-Applicable,-1,47,76 
916,Operations Data Analyst,2.5, 500 ,Other,Health Care Services & Hospitals, 100 M ,-1,47,76 
917,Data Quality Analyst,4.8, 500 , Private,IT Services, 5 M ,-1,47,76 
918,Data Analyst MDM,1.0, 50 , Private,-1, 10 M ,-1,47,76 
919,"Data Analyst (LiDar, Ortho/Imagery)",2.4, 200 , Private,Computer Hardware & Software, 50 M ,-1,47,76 
920,Aircraft Data Analyst,3.3, 200 , Private,-1,Unknown / Non-Applicable,-1,47,76 
921,Data Analyst Lead - SAP,3.8,10000 , Public,Enterprise Software & Network Solutions,10 B ,"Accenture, CGI, Sopra Steria",47,76 
922,Environmental Data Analyst - Disaster Recovery,3.5, 10000 , Public,Consulting, 2 B ,"Booz Allen Hamilton, Abt Associates, Oliver Wyman",47,76 
923,Data Analyst Manager,3.5, 500 , Private,Casual Restaurants, 5 M ,-1,47,76 
924,Data Warehouse Analyst,3.0,10000 , Private,Consulting, 500 M ,-1,47,76 
925,Data Warehouse Analyst,5.0, 50 , Private,-1,Unknown / Non-Applicable,-1,47,76 
926,Data Analyst III (Healthcare Analytics),2.0, 5000 , Private,-1,Unknown / Non-Applicable,-1,47,76 
927,Data Warehouse Analyst,3.5,10000 , Public,Staffing & Outsourcing, 5 B ,"Adecco, Manpower",47,76 
928,MDM Data Analyst,4.1, 500 , Private,Consulting,Less than 1 M ,-1,47,76 
929,Data Analyst - Report Writer,4.6, 50 , Private,Consulting, 5 M ,-1,47,76 
930,Omnichannel Marketing Data Analyst,3.6, 1000 , Private,Sporting Goods Stores,Less than 1 M ,-1,47,76 
931,Senior Data Analyst,3.4, 10000 ,Other,Health Care Services & Hospitals, 500 M ,-1,47,76 
932,Data Modeler/Data Analyst,4.2, 50 , Private,IT Services,Less than 1 M ,-1,47,76 
933,Data Collector/Analyst (Entry Level),3.6, 500 ,Other,Federal Agencies,Unknown / Non-Applicable,-1,47,76 
934,Data Analyst III (Healthcare Analytics),3.7, 10000 , Public,Insurance Carriers,10 B ,"Anthem, Molina Healthcare, Humana",47,76 
935,Data Warehouse Analyst,2.9, 500 , Private,Staffing & Outsourcing, 100 M ,-1,47,76 
936,Data Governance Analyst,-1.0,Unknown, Public,-1,Unknown / Non-Applicable,-1,47,76 
937,Data Quality Analyst,2.7, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,47,76 
938,Data Analyst III (Healthcare Analytics),3.3,10000 , Public,Insurance Carriers,10 B ,-1,47,76 
939,Data Analyst III,2.8, 500 , Private,Investment Banking & Asset Management, 25 M ,-1,47,76 
940,CBO Data Analyst,3.6, 5000 ,Other,Health Care Services & Hospitals, 500 M ,-1,47,76 
941,Lead Quality Data Analyst,3.4, 10000 ,Other,Health Care Services & Hospitals, 500 M ,-1,74,123 
942,Master Data Management Analyst,3.6, 50 , Private,Staffing & Outsourcing,Less than 1 M ,-1,74,123 
943,DATA WAREHOUSE ANALYST III,4.7,Unknown, Private,Publishing,Less than 1 M ,-1,74,123 
944,Senior Data Analyst,4.5, 50 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,"Kforce, PageGroup, Robert Half",74,123 
945,Master Data Analyst,-1.0,-1,Other,-1,-1,-1,74,123 
946,Data Warehouse Analyst PL/SQL,4.7, 50 , Private,IT Services,Unknown / Non-Applicable,-1,74,123 
947,Sr. Data Governance Analyst,3.6, 5000 , Public,Telecommunications Services, 5 B ,"American Tower, SBA Communications, TowerCo LLC",74,123 
948,Role: Data Warehouse Analyst - Direct Client.,4.0, 1000 , Private,IT Services, 500 M ,-1,74,123 
949,eDiscovery Data Analyst,4.0, 200 , Private,Enterprise Software & Network Solutions, 25 M ,-1,74,123 
950,Senior Data Operations Analyst,3.6, 5000 ,Other,Health Care Services & Hospitals, 500 M ,-1,74,123 
951,Accounts Receivable Analyst (Data Entry),2.0, 500 , Private,-1,Unknown / Non-Applicable,-1,74,123 
952,Data Governance Business Analyst,3.8, 5000 , Private,Staffing & Outsourcing, 500 M ,-1,74,123 
953,"Data Management Analyst - Internal Medicine, Infectious",4.0, 10000 ,Other,Colleges & Universities, 2 B ,-1,74,123 
954,"Lead Analyst, Data Mgmt / Quant Analysis",3.2,10000 , Public,Investment Banking & Asset Management,10 B ,"State Street, Northern Trust, BlackRock",74,123 
955,HCC Data Analyst,3.6, 5000 ,Other,Health Care Services & Hospitals, 500 M ,-1,74,123 
956,Business Analyst - IT Data Warehouse,3.2, 5000 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,74,123 
957,VBA Software developer / IT Data Analyst SQL,4.4, 200 ,Other,Staffing & Outsourcing,Less than 1 M ,-1,74,123 
958,Healthcare Information and Data Analyst II,3.6, 5000 ,Other,Health Care Services & Hospitals, 500 M ,-1,74,123 
959,Software Engineer/Data Analyst,5.0, 200 , Private,Staffing & Outsourcing, 25 M ,-1,74,123 
960,"Financial Data Analyst - Data Mining, Analytics, Reporting",5.0, 200 , Private,Staffing & Outsourcing, 50 M ,-1,74,123 
961,Splunk SME / Data Analyst _ TXho_,-1.0, 200 ,Other,Staffing & Outsourcing, 5 M ,-1,74,123 
962,Data Warehouse Analyst III,3.7, 200 , Private,Staffing & Outsourcing, 100 M ,"Artech Information Systems, Mindlance, Tech Mahindra",74,123 
963,Contract data validation analyst,3.8, 5000 , Private,Staffing & Outsourcing, 500 M ,"Mindlance, Artech Information Systems, Pyramid Consulting",74,123 
964,Data Warehouse Analyst III,3.0, 200 , Private,Consulting, 10 M ,-1,74,123 
965,Electronic Data Interchange Analyst (EDI),3.3, 50 , Private,-1, 5 M ,-1,74,123 
966,Sr. Data Analyst,3.1, 1000 ,Other,Banks & Credit Unions, 500 M ,-1,74,123 
967,Data Expert (Analyst/Modeler),4.8, 500 , Private,IT Services, 5 M ,-1,74,123 
968,.Net Developer - Program Data Design Analyst,2.2, 1000 ,Other,Municipal Governments, 100 M ,-1,74,123 
969,Data Analyst,3.1,10000 , Public,Banks & Credit Unions,10 B ,-1,53,94 
970,Senior Data Analyst,4.4, 500 , Private,Enterprise Software & Network Solutions, 50 M ,-1,53,94 
971,Data Warehouse Analyst II-ST,3.2, 5000 , Public,Banks & Credit Unions, 100 M ,-1,53,94 
972,SQL Developer/Data Analyst,3.7, 1000 , Private,Construction, 500 M ,"DP Electric, Helix Electric, Wilson Electric",53,94 
973,Jr. Analyst Data/Reporting,3.5, 5000 , Private,Staffing & Outsourcing, 500 M ,"Adecco, Kforce",53,94 
974,Senior Data Analyst,4.0,10000 , Private,Automotive Parts & Accessories Stores, 5 B ,"Big O Tires, Les Schwab Tire Centers, Pep Boys",53,94 
975,Data Warehouse Analyst III,3.2, 5000 , Public,Banks & Credit Unions, 100 M ,-1,53,94 
976,Data Analyst,3.5,10000 , Public,Staffing & Outsourcing, 5 B ,"Adecco, Manpower",53,94 
977,Data Analyst,4.9, 200 , Private,Staffing & Outsourcing, 25 M ,-1,53,94 
978,Data Analyst,4.1, 10000 , Public,Telecommunications Services, 2 B ,"Harris, Gogo, Inmarsat",53,94 
979,Business Data Analyst,4.6, 500 , Private,Colleges & Universities, 500 M ,-1,53,94 
980,Data Analyst,3.6, 1000 , Public,Staffing & Outsourcing,Unknown / Non-Applicable,-1,53,94 
981,Data Analyst,3.0, 500 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,53,94 
982,Data Analyst,3.2, 10000 ,Other,Staffing & Outsourcing, 1 B ,"TEKsystems, Aerotek",53,94 
983,Data Analyst,2.9, 5000 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,53,94 
984,Data Analyst,3.9, 1000 , Private,IT Services, 500 M ,-1,53,94 
985,Data Analyst,3.6, 50 ,Other,Social Assistance, 5 M ,-1,53,94 
986,Data Analyst,2.5, 50 , Private,-1,Less than 1 M ,-1,53,94 
987,Fall 2020 Supply Chain Data Analyst Intern,3.6,10000 , Public,Electrical & Electronic Manufacturing, 10 B ,-1,53,94 
988,Data Experience Analyst,3.6,10000 , Public,Investment Banking & Asset Management, 10 B ,-1,53,94 
989,Data Analyst,4.4, 50 , Private,IT Services, 5 M ,-1,53,94 
990,Data Analyst,-1.0,-1,Other,-1,-1,-1,53,94 
991,"Data Analyst, Marketing",4.6, 500 , Private,Colleges & Universities, 500 M ,-1,53,94 
992,Data Control Business Analyst,3.1,10000 , Public,Banks & Credit Unions,10 B ,-1,53,94 
993,Network Security System/Data Analyst,3.1,10000 , Public,Banks & Credit Unions,10 B ,-1,53,94 
994,"Data Center Services Analyst I, II, III, or Senior",3.4, 5000 ,Other,Banks & Credit Unions, 500 M ,-1,53,94 
995,Data Analyst,2.9, 5000 , Public,Banks & Credit Unions, 1 B ,-1,53,94 
996,Central Flow Data Analyst,3.9,10000 , Public,Internet,10 B ,"Google, Microsoft, Walmart",53,94 
997,"Data Center Services Analyst I, II, III, or Senior",-1.0,-1,Other,-1,-1,-1,53,94 
998,Data Analyst - Data Science and Analytics,-1.0, 50 , Private,-1,Unknown / Non-Applicable,-1,46,102 
999,Data Analyst,4.3, 1000 , Private,-1,Unknown / Non-Applicable,-1,46,102 
1000,Data Programmer/Analyst,4.3, 10000 ,Other,Colleges & Universities, 2 B ,-1,46,102 
1001,Master Data Operation Analyst,3.6, 5000 , Private,IT Services, 500 M ,-1,46,102 
1002,Data Reporting Analyst,3.9, 200 , Private,Staffing & Outsourcing, 500 M ,"Robert Half, Insight Global",46,102 
1003,Data Quality Analyst,3.8, 1000 , Private,IT Services, 100 M ,-1,46,102 
1004,Analyst (Global Data and Analytics),2.9,10000 , Public,Gas Stations, 5 B ,-1,46,102 
1005,Senior Business Intelligence Data Analyst,3.4, 5000 , Private,Food & Beverage Manufacturing, 5 B ,-1,46,102 
1006,Senior Data Analyst,3.4, 50 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,46,102 
1007,System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,3.7, 200 , Private,Advertising & Marketing, 5 M ,-1,46,102 
1008,Automotive Data Analyst,3.1,10000 , Public,Automotive Parts & Accessories Stores, 10 B ,"Advance Auto Parts, AutoZone, NAPA Auto Parts",46,102 
